UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,KFI ratio title,Value (Ratio)
10001653,Conservatoire for Dance and Drama,England,London,2015/16,General funds as a % of total income,0.0
10007761,Courtauld Institute of Art,England,London,2015/16,Surplus/(deficit) as a % of total income,0.067
10007761,Courtauld Institute of Art,England,London,2015/16,Staff costs as a % of total income,0.41100000000000003
10007761,Courtauld Institute of Art,England,London,2015/16,Premises costs as a % of total costs,0.177
10007761,Courtauld Institute of Art,England,London,2015/16,Unrestricted reserves as a % of total income,0.608
10007761,Courtauld Institute of Art,England,London,2015/16,External borrowing as a % of total income,0.038
10007761,Courtauld Institute of Art,England,London,2015/16,Days ratio of total net assets to total expenditure,1047.0
10007761,Courtauld Institute of Art,England,London,2015/16,Ratio of current assets to current liabilities,0.8
10007761,Courtauld Institute of Art,England,London,2015/16,Net cash inflow from operating activities as a % of total income,-0.067
10007761,Courtauld Institute of Art,England,London,2015/16,Net liquidity days,35.0
10007761,Courtauld Institute of Art,England,London,2015/16,General funds as a % of total income,0.0
10001726,Coventry University,England,West Midlands,2015/16,Surplus/(deficit) as a % of total income,0.092
10001726,Coventry University,England,West Midlands,2015/16,Staff costs as a % of total income,0.48
10001726,Coventry University,England,West Midlands,2015/16,Premises costs as a % of total costs,0.057999999999999996
10001726,Coventry University,England,West Midlands,2015/16,Unrestricted reserves as a % of total income,0.792
10001726,Coventry University,England,West Midlands,2015/16,External borrowing as a % of total income,0.6459999999999999
10001726,Coventry University,England,West Midlands,2015/16,Days ratio of total net assets to total expenditure,332.0
10001726,Coventry University,England,West Midlands,2015/16,Ratio of current assets to current liabilities,4.0
10001726,Coventry University,England,West Midlands,2015/16,Net cash inflow from operating activities as a % of total income,0.09
10001726,Coventry University,England,West Midlands,2015/16,Net liquidity days,407.0
10001726,Coventry University,England,West Midlands,2015/16,General funds as a % of total income,0.0
10007822,Cranfield University,England,East of England,2015/16,Surplus/(deficit) as a % of total income,0.0
10007822,Cranfield University,England,East of England,2015/16,Staff costs as a % of total income,0.483
10007822,Cranfield University,England,East of England,2015/16,Premises costs as a % of total costs,0.081
10007822,Cranfield University,England,East of England,2015/16,Unrestricted reserves as a % of total income,0.509
10007822,Cranfield University,England,East of England,2015/16,External borrowing as a % of total income,0.08900000000000001
10007822,Cranfield University,England,East of England,2015/16,Days ratio of total net assets to total expenditure,198.0
10007822,Cranfield University,England,East of England,2015/16,Ratio of current assets to current liabilities,0.8
10007822,Cranfield University,England,East of England,2015/16,Net cash inflow from operating activities as a % of total income,-0.054000000000000006
10007822,Cranfield University,England,East of England,2015/16,Net liquidity days,16.0
10007822,Cranfield University,England,East of England,2015/16,General funds as a % of total income,0.0
10006427,University for the Creative Arts,England,South East,2015/16,Surplus/(deficit) as a % of total income,0.012
10006427,University for the Creative Arts,England,South East,2015/16,Staff costs as a % of total income,0.5539999999999999
10006427,University for the Creative Arts,England,South East,2015/16,Premises costs as a % of total costs,0.09
10006427,University for the Creative Arts,England,South East,2015/16,Unrestricted reserves as a % of total income,0.405
10006427,University for the Creative Arts,England,South East,2015/16,External borrowing as a % of total income,0.022000000000000002
10006427,University for the Creative Arts,England,South East,2015/16,Days ratio of total net assets to total expenditure,153.0
10006427,University for the Creative Arts,England,South East,2015/16,Ratio of current assets to current liabilities,1.7
10006427,University for the Creative Arts,England,South East,2015/16,Net cash inflow from operating activities as a % of total income,0.073
10006427,University for the Creative Arts,England,South East,2015/16,Net liquidity days,81.0
10006427,University for the Creative Arts,England,South East,2015/16,General funds as a % of total income,0.0
10007842,University of Cumbria,England,North West,2015/16,Surplus/(deficit) as a % of total income,0.037000000000000005
10007842,University of Cumbria,England,North West,2015/16,Staff costs as a % of total income,0.626
10007842,University of Cumbria,England,North West,2015/16,Premises costs as a % of total costs,0.057
10007842,University of Cumbria,England,North West,2015/16,Unrestricted reserves as a % of total income,0.17800000000000002
10007842,University of Cumbria,England,North West,2015/16,External borrowing as a % of total income,0.124
10007842,University of Cumbria,England,North West,2015/16,Days ratio of total net assets to total expenditure,68.0
10007842,University of Cumbria,England,North West,2015/16,Ratio of current assets to current liabilities,1.9
10007842,University of Cumbria,England,North West,2015/16,Net cash inflow from operating activities as a % of total income,0.079
10007842,University of Cumbria,England,North West,2015/16,Net liquidity days,153.0
10007842,University of Cumbria,England,North West,2015/16,General funds as a % of total income,0.0
10001883,De Montfort University,England,East Midlands,2015/16,Surplus/(deficit) as a % of total income,0.073
10001883,De Montfort University,England,East Midlands,2015/16,Staff costs as a % of total income,0.528
10001883,De Montfort University,England,East Midlands,2015/16,Premises costs as a % of total costs,0.045
10001883,De Montfort University,England,East Midlands,2015/16,Unrestricted reserves as a % of total income,0.541
10001883,De Montfort University,England,East Midlands,2015/16,External borrowing as a % of total income,0.47700000000000004
10001883,De Montfort University,England,East Midlands,2015/16,Days ratio of total net assets to total expenditure,216.0
10001883,De Montfort University,England,East Midlands,2015/16,Ratio of current assets to current liabilities,2.3
10001883,De Montfort University,England,East Midlands,2015/16,Net cash inflow from operating activities as a % of total income,0.18100000000000002
10001883,De Montfort University,England,East Midlands,2015/16,Net liquidity days,165.0
10001883,De Montfort University,England,East Midlands,2015/16,General funds as a % of total income,0.0
10007851,University of Derby,England,East Midlands,2015/16,Surplus/(deficit) as a % of total income,0.0
10007851,University of Derby,England,East Midlands,2015/16,Staff costs as a % of total income,0.574
10007851,University of Derby,England,East Midlands,2015/16,Premises costs as a % of total costs,0.046
10007851,University of Derby,England,East Midlands,2015/16,Unrestricted reserves as a % of total income,2.076
10007851,University of Derby,England,East Midlands,2015/16,External borrowing as a % of total income,0.171
10007851,University of Derby,England,East Midlands,2015/16,Days ratio of total net assets to total expenditure,758.0
10007851,University of Derby,England,East Midlands,2015/16,Ratio of current assets to current liabilities,1.2
10007851,University of Derby,England,East Midlands,2015/16,Net cash inflow from operating activities as a % of total income,0.10800000000000001
10007851,University of Derby,England,East Midlands,2015/16,Net liquidity days,74.0
10007851,University of Derby,England,East Midlands,2015/16,General funds as a % of total income,0.0
10007852,The University of Dundee,Scotland,Scotland,2015/16,Surplus/(deficit) as a % of total income,-0.024
10007852,The University of Dundee,Scotland,Scotland,2015/16,Staff costs as a % of total income,0.579
10007852,The University of Dundee,Scotland,Scotland,2015/16,Premises costs as a % of total costs,0.049
10007852,The University of Dundee,Scotland,Scotland,2015/16,Unrestricted reserves as a % of total income,0.688
10007852,The University of Dundee,Scotland,Scotland,2015/16,External borrowing as a % of total income,0.002
10007852,The University of Dundee,Scotland,Scotland,2015/16,Days ratio of total net assets to total expenditure,288.0
10007852,The University of Dundee,Scotland,Scotland,2015/16,Ratio of current assets to current liabilities,0.9
10007852,The University of Dundee,Scotland,Scotland,2015/16,Net cash inflow from operating activities as a % of total income,0.042
10007852,The University of Dundee,Scotland,Scotland,2015/16,Net liquidity days,57.0
10007852,The University of Dundee,Scotland,Scotland,2015/16,General funds as a % of total income,0.31
